Age,Gender (male=1),Gift Size,Billing State
45.0, 0, 42.33, Maryland
30.0, 0, 72.34, Illinois
13.0, 1, 68.5, Missouri
41.0, 1, 431.98, California
29.0, 1, 108.01, Ohio
51.0, 0, 275.67, Texas
96.0, 0, 225.99, New Jersey
5.0, 0, 95.4, Illinois
51.0, 1, 217.22, Michigan
3.0, 0, 1210.17, Alabama
7.0, 0, 95.67, Ohio
47.0, 0, 91.7, Utah
31.0, 0, 14.75, Colorado
40.0, 0, 40.97, Wisconsin
65.0, 1, 102.67, Florida
67.0, 1, 369.36, Florida
42.0, 1, 33.78, Indiana
30.0, 1, 12.17, California
59.0, 0, 41.07, California
48.0, 1, 45.58, Tennessee
9.0, 0, 276.84, Texas
50.0, 1, 22.31, New York
32.0, 0, 298.07, Massachusetts
5.0, 1, 58.08, Missouri
34.0, 0, 600.42, New Mexico
84.0, 1, 151.69, Michigan
62.0, 1, 26.6, Texas
13.0, 1, 216.73, Ohio
39.0, 1, 175.72, California
32.0, 1, 302.48, New York
22.0, 0, 116.06, Tennessee
46.0, 1, 31.57, Minnesota
33.0, 1, 45.4, Texas
47.0, 1, 197.75, Pennsylvania
87.0, 1, 120.45, Texas
50.0, 0, 56.1, Alabama
42.0, 0, 83.56, Oregon
26.0, 0, 83.24, Rhode Island
24.0, 1, 201.36, Illinois
49.0, 1, 23.48, West Virginia
9.0, 1, 83.4, Oklahoma
7.0, 1, 47.75, New York
78.0, 1, 46.76, Alabama
8.0, 1, 121.81, Ohio
67.0, 0, 77.34, Ohio
20.0, 0, 38.57, Texas
85.0, 0, 96.89, Florida
0.0, 1, 94.06, Texas
26.0, 0, 83.43, Wisconsin
27.0, 1, 39.23, Alabama
13.0, 1, 87.29, New Jersey
52.0, 1, 14.91, California
29.0, 1, 136.58, North Carolina
72.0, 0, 10.58, Louisiana
60.0, 1, 28.32, Ohio
4.0, 1, 49.34, Colorado
40.0, 1, 48.67, Michigan
45.0, 0, 25.77, Illinois
70.0, 0, 32.46, California
33.0, 1, 66.0, North Carolina
34.0, 0, 52.05, Nevada
85.0, 0, 130.46, Michigan
33.0, 0, 94.48, California
4.0, 1, 46.63, Illinois
25.0, 1, 16.07, New York
64.0, 0, 8.78, Georgia
9.0, 0, 18.34, Michigan
36.0, 0, 29.43, New Jersey
50.0, 1, 57.34, Washington
33.0, 0, 7.7, California
24.0, 1, 81.07, California
86.0, 0, 135.3, California
28.0, 0, 123.85, Minnesota
46.0, 1, 142.61, Ohio
8.0, 0, 130.45, Michigan
58.0, 0, 17.9, Georgia
30.0, 0, 79.21, New Jersey
23.0, 1, 42.86, New Mexico
10.0, 1, 10.74, Massachusetts
4.0, 1, 19.79, California
57.0, 0, 22.36, Michigan
54.0, 1, 119.93, Illinois
20.0, 0, 48.39, Illinois
70.0, 1, 28.66, North Carolina
30.0, 1, 68.54, Kansas
38.0, 1, 19.76, Texas
37.0, 0, 216.04, Georgia
40.0, 0, 408.51, Illinois
14.0, 1, 12.6, New Jersey
42.0, 1, 106.26, Georgia
47.0, 1, 49.0, Pennsylvania
6.0, 1, 5.46, Ohio
35.0, 0, 12.21, Missouri
85.0, 0, 261.81, Missouri
30.0, 0, 13.05, Texas
52.0, 1, 22.53, Minnesota
51.0, 1, 74.82, Illinois
55.0, 0, 112.76, Colorado
59.0, 1, 70.68, New Jersey
14.0, 0, 158.21, Texas
68.0, 0, 366.15, Georgia
10.0, 0, 403.22, Texas
27.0, 1, 29.67, Michigan
64.0, 1, 29.62, Georgia
44.0, 1, 692.73, Texas
43.0, 0, 59.0, Georgia
2.0, 0, 333.03, Tennessee
25.0, 1, 197.46, Florida
5.0, 0, 156.53, California
23.0, 0, 200.71, Ohio
54.0, 0, 20.32, Maryland
40.0, 0, 34.0, Michigan
32.0, 0, 93.5, California
29.0, 0, 29.03, Pennsylvania
48.0, 0, 76.03, Connecticut
11.0, 0, 75.0, Alabama
20.0, 0, 93.06, New York
21.0, 0, 63.53, Washington
97.0, 1, 144.38, Massachusetts
23.0, 1, 31.76, South Carolina
52.0, 0, 25.65, California
59.0, 1, 139.18, Massachusetts
47.0, 0, 111.24, California
7.0, 1, 56.27, Texas
48.0, 0, 159.2, Pennsylvania
5.0, 1, 21.65, Pennsylvania
26.0, 0, 125.85, Missouri
26.0, 0, 26.9, California
8.0, 0, 129.41, Texas
51.0, 0, 99.5, New Mexico
37.0, 0, 2.41, Alabama
66.0, 0, 11.54, California
58.0, 0, 37.23, Kentucky
3.0, 0, 42.44, Mississippi
64.0, 1, 24.35, Alabama
41.0, 0, 108.01, North Carolina
25.0, 1, 37.1, Missouri
99.0, 0, 37.0, California
78.0, 1, 21.8, California
15.0, 1, 51.52, Minnesota
27.0, 1, 51.65, North Carolina
75.0, 0, 16.15, California
101.0, 0, 35.73, Ohio
23.0, 0, 29.77, Texas
23.0, 1, 112.14, California
1.0, 0, 215.56, Pennsylvania
70.0, 1, 339.83, California
46.0, 0, 49.76, North Carolina
79.0, 0, 46.07, Indiana
65.0, 1, 13.38, Texas
39.0, 1, 63.4, Missouri
32.0, 0, 78.11, California
66.0, 1, 1257.24, Alabama
1.0, 0, 46.4, California
51.0, 1, 22.41, Texas
99.0, 0, 187.2, Michigan
86.0, 1, 137.12, Kentucky
73.0, 1, 69.24, Indiana
59.0, 1, 129.15, Connecticut
3.0, 0, 117.07, California
3.0, 1, 64.73, Iowa
23.0, 0, 22.56, Massachusetts
53.0, 0, 62.07, Nebraska
81.0, 0, 19.51, Alabama
57.0, 0, 119.44, Washington
30.0, 0, 75.56, Arizona
48.0, 0, 57.44, Texas
67.0, 0, 55.34, Kentucky
6.0, 1, 163.47, California
18.0, 1, 3.47, Colorado
15.0, 1, 212.3, Pennsylvania
46.0, 1, 280.18, New York
49.0, 0, 75.85, California
48.0, 1, 38.15, Georgia
16.0, 0, 35.03, Pennsylvania
33.0, 1, 28.77, California
5.0, 0, 6.0, Maine
31.0, 0, 27.36, California
47.0, 1, 295.77, Colorado
40.0, 1, 87.72, Ohio
3.0, 1, 164.39, California
30.0, 1, 6.9, Indiana
80.0, 1, 30.19, Iowa
5.0, 0, 1281.7, South Dakota
13.0, 1, 64.01, Minnesota
8.0, 1, 21.77, Florida
34.0, 0, 125.64, Ohio
19.0, 1, 12.72, Maryland
40.0, 0, 427.46, Michigan
22.0, 1, 213.82, Kentucky
35.0, 1, 12.21, Texas
64.0, 0, 30.75, Texas
21.0, 0, 67.08, Indiana
12.0, 0, 39.55, Connecticut
14.0, 1, 55.81, New York
12.0, 1, 763.37, Illinois
51.0, 1, 2.59, Maryland
8.0, 1, 113.94, Connecticut
15.0, 1, 122.9, Missouri
10.0, 1, 140.61, Pennsylvania
30.0, 0, 68.93, Utah
61.0, 0, 34.3, California
69.0, 1, 58.99, Alabama
0.0, 1, 90.41, New York
67.0, 1, 16.81, Colorado
91.0, 0, 569.77, Utah
70.0, 1, 31.27, California
38.0, 1, 1616.06, North Carolina
37.0, 1, 52.64, Florida
0.0, 0, 252.58, California
48.0, 0, 21.95, North Carolina
31.0, 0, 31.92, Arizona
5.0, 1, 122.19, Florida
8.0, 1, 84.86, Texas
36.0, 1, 46.0, New York
50.0, 1, 137.9, Oregon
16.0, 1, 184.92, Tennessee
59.0, 1, 184.34, Pennsylvania
19.0, 0, 361.88, Texas
41.0, 1, 4.27, New York
33.0, 0, 84.72, New Mexico
50.0, 0, 49.85, Maryland
56.0, 0, 62.72, North Carolina
34.0, 1, 52.29, California
29.0, 1, 125.97, Pennsylvania
61.0, 1, 86.83, Hawaii
47.0, 1, 74.22, Louisiana
9.0, 1, 50.91, California
70.0, 0, 57.64, Minnesota
43.0, 0, 27.75, Ohio
33.0, 0, 20.43, California
69.0, 1, 73.91, California
5.0, 1, 123.4, California
33.0, 1, 195.14, California
48.0, 1, 26.27, North Carolina
64.0, 1, 24.99, Colorado
58.0, 0, 19.02, Oklahoma
23.0, 1, 109.6, Louisiana
53.0, 0, 113.66, New York
31.0, 1, 16.02, Ohio
11.0, 0, 105.64, Maryland
41.0, 1, 14.22, South Dakota
6.0, 0, 106.16, Illinois
22.0, 1, 143.84, Pennsylvania
40.0, 1, 169.3, Florida
10.0, 1, 12.25, Utah
31.0, 0, 167.63, Florida
8.0, 1, 81.09, California
65.0, 0, 13.01, Texas
45.0, 0, 22.58, Ohio
2.0, 1, 33.49, Minnesota
50.0, 0, 58.27, Tennessee
7.0, 0, 52.2, Michigan
32.0, 0, 16.26, California
10.0, 1, 285.73, New York
30.0, 0, 193.36, Texas
53.0, 1, 56.05, Ohio
82.0, 1, 11.66, South Carolina
62.0, 1, 19.95, Pennsylvania
42.0, 1, 81.65, Texas
30.0, 0, 319.22, New Mexico
3.0, 0, 204.0, Pennsylvania
33.0, 1, 52.95, Oregon
33.0, 0, 68.54, Nevada
11.0, 1, 37.05, California
54.0, 1, 18.56, California
93.0, 0, 29.06, Minnesota
3.0, 1, 601.08, Maryland
3.0, 1, 166.33, Louisiana
53.0, 0, 22.26, Florida
31.0, 0, 298.71, Massachusetts
59.0, 0, 13.23, Illinois
61.0, 0, 104.93, Oklahoma
51.0, 1, 120.23, Virginia
19.0, 1, 79.92, North Carolina
39.0, 1, 18.09, Colorado
10.0, 1, 29.71, Colorado
17.0, 0, 528.48, Texas
76.0, 1, 82.48, Connecticut
35.0, 1, 219.87, Georgia
60.0, 0, 48.07, Montana
55.0, 1, 180.63, Missouri
42.0, 0, 315.06, California
50.0, 1, 101.35, Missouri
45.0, 1, 119.74, Tennessee
22.0, 1, 157.68, Ohio
20.0, 0, 56.92, Michigan
12.0, 1, 102.73, Illinois
50.0, 1, 75.7, California
58.0, 1, 44.96, Georgia
42.0, 0, 20.61, Iowa
63.0, 1, 29.81, Minnesota
9.0, 0, 395.0, Connecticut
49.0, 0, 42.95, Georgia
60.0, 0, 98.86, Wisconsin
2.0, 1, 131.57, Florida
58.0, 0, 29.71, New York
43.0, 0, 44.08, Missouri
15.0, 1, 35.36, California
30.0, 1, 51.26, New York
25.0, 1, 53.25, Pennsylvania
89.0, 0, 49.07, Iowa
30.0, 0, 141.86, New York
55.0, 0, 44.7, California
7.0, 0, 116.98, Idaho
31.0, 1, 48.72, Texas
2.0, 1, 36.53, Michigan
25.0, 1, 66.17, Florida
22.0, 0, 180.69, California
8.0, 1, 118.61, Illinois
64.0, 1, 31.63, Massachusetts
54.0, 0, 107.42, New York
41.0, 1, 35.46, Tennessee
9.0, 1, 25.52, Illinois
28.0, 0, 49.54, Oklahoma
7.0, 1, 160.48, Virginia
66.0, 0, 10.55, Maryland
2.0, 1, 15.3, New York
5.0, 1, 49.22, Ohio
15.0, 0, 88.78, Illinois
9.0, 1, 102.51, Iowa
64.0, 0, 140.54, Wisconsin
18.0, 1, 101.05, California
8.0, 0, 232.33, Florida
31.0, 0, 99.71, New York
10.0, 0, 125.82, Texas
40.0, 1, 51.99, Texas
11.0, 0, 17.57, Texas
36.0, 1, 76.58, Florida
15.0, 1, 90.4, Maine
40.0, 0, 56.26, Texas
21.0, 0, 246.72, Texas
56.0, 0, 32.78, California
49.0, 1, 56.36, California
27.0, 1, 178.72, Texas
1.0, 1, 289.53, Pennsylvania
39.0, 1, 3.83, Missouri
39.0, 0, 196.44, Virginia
63.0, 1, 44.81, North Carolina
50.0, 0, 123.88, Indiana
23.0, 1, 19.94, Tennessee
23.0, 1, 19.53, Wisconsin
22.0, 0, 23.32, Kansas
62.0, 1, 45.9, South Dakota
53.0, 1, 119.29, Tennessee
53.0, 1, 148.3, North Carolina
26.0, 1, 173.72, Pennsylvania
56.0, 0, 52.78, Louisiana
66.0, 0, 31.17, California
53.0, 1, 107.82, Illinois
63.0, 1, 44.13, Ohio
2.0, 0, 70.17, Georgia
33.0, 0, 654.8, California
62.0, 0, 45.02, Ohio
54.0, 1, 31.62, Illinois
10.0, 0, 57.66, Pennsylvania
56.0, 1, 123.37, Kansas
75.0, 0, 200.22, Pennsylvania
47.0, 0, 89.75, Rhode Island
78.0, 1, 80.06, Illinois
25.0, 0, 63.05, Louisiana
38.0, 1, 256.77, Montana
32.0, 0, 20.62, Massachusetts
57.0, 0, 72.92, Idaho
17.0, 1, 65.21, Utah
30.0, 1, 64.35, Pennsylvania
34.0, 0, 528.75, California
14.0, 0, 112.18, Michigan
78.0, 0, 92.2, Texas
12.0, 0, 47.82, Idaho
27.0, 0, 30.9, Washington
35.0, 0, 34.1, Tennessee
34.0, 1, 90.91, Tennessee
58.0, 0, 27.13, California
1.0, 1, 879.81, Michigan
40.0, 0, 141.88, California
23.0, 0, 33.88, Alabama
30.0, 1, 45.99, Arizona
0.0, 1, 129.81, Maryland
34.0, 0, 387.71, Oregon
69.0, 0, 14.85, Arizona
33.0, 0, 36.08, Texas
11.0, 1, 27.4, Florida
21.0, 1, 5.88, Massachusetts
61.0, 1, 194.61, North Carolina
91.0, 0, 16.94, Massachusetts
14.0, 1, 23.3, New Jersey
72.0, 0, 446.34, Texas
26.0, 1, 127.24, Arizona
8.0, 0, 37.64, Washington
93.0, 0, 42.69, California
57.0, 0, 40.85, Washington
52.0, 1, 124.28, New York
65.0, 1, 85.68, Iowa
54.0, 1, 39.62, Florida
11.0, 0, 35.48, New York
27.0, 0, 50.87, Texas
42.0, 1, 64.85, Pennsylvania
27.0, 0, 300.06, Indiana
57.0, 0, 7.58, Oklahoma
36.0, 1, 279.69, Indiana
13.0, 0, 232.49, Texas
69.0, 0, 64.58, South Carolina
97.0, 0, 55.86, North Carolina
37.0, 1, 25.62, California
29.0, 1, 6.43, Virginia
74.0, 1, 9.41, California
18.0, 0, 135.7, Texas
66.0, 0, 364.33, California
31.0, 1, 49.36, Georgia
80.0, 1, 114.63, California
53.0, 0, 12.42, Arkansas
36.0, 0, 45.49, California
62.0, 1, 306.69, Texas
22.0, 1, 77.49, Georgia
77.0, 0, 93.09, Texas
32.0, 1, 10.97, New Jersey
17.0, 1, 11.47, California
74.0, 0, 69.13, California
8.0, 1, 23.31, West Virginia
31.0, 0, 42.16, Oklahoma
67.0, 1, 88.13, Pennsylvania
61.0, 1, 123.22, North Carolina
63.0, 1, 43.62, Washington
5.0, 1, 25.82, California
34.0, 1, 5.6, Wisconsin
45.0, 0, 121.98, California
41.0, 0, 722.33, Connecticut
39.0, 0, 35.25, New York
33.0, 0, 81.61, California
30.0, 1, 39.58, Illinois
77.0, 0, 166.69, Washington
40.0, 0, 35.49, Arizona
91.0, 1, 153.9, West Virginia
29.0, 0, 16.86, Florida
46.0, 0, 37.05, Nevada
36.0, 1, 36.93, Alabama
34.0, 0, 97.46, Maryland
21.0, 1, 98.2, Tennessee
9.0, 0, 51.64, North Carolina
10.0, 0, 154.56, Virginia
25.0, 1, 17.21, Arizona
43.0, 0, 4.17, California
33.0, 0, 185.97, California
6.0, 1, 18.88, Illinois
43.0, 0, 62.97, Missouri
23.0, 0, 4.02, Arizona
8.0, 1, 37.15, Massachusetts
40.0, 0, 35.89, Virginia
8.0, 1, 72.23, Pennsylvania
80.0, 0, 25.35, Maine
93.0, 0, 85.61, California
22.0, 0, 46.51, Pennsylvania
37.0, 1, 131.03, Texas
79.0, 1, 151.63, Michigan
30.0, 1, 8.26, Illinois
10.0, 0, 137.27, Ohio
20.0, 1, 149.75, Ohio
38.0, 0, 42.86, Minnesota
25.0, 0, 17.58, Florida
39.0, 1, 99.05, North Carolina
53.0, 1, 113.38, Mississippi
51.0, 0, 10.77, Tennessee
22.0, 0, 95.62, California
30.0, 0, 101.9, Mississippi
24.0, 1, 226.17, Mississippi
2.0, 1, 10.66, Michigan
15.0, 1, 45.84, Kentucky
26.0, 0, 22.09, Wisconsin
29.0, 0, 110.28, Michigan
87.0, 1, 22.87, California
90.0, 0, 324.68, Washington
71.0, 0, 18.76, Florida
27.0, 0, 19.56, Louisiana
55.0, 1, 131.29, Illinois
43.0, 0, 107.12, California
3.0, 1, 77.32, Kentucky
40.0, 1, 1006.68, Nevada
50.0, 0, 74.94, Pennsylvania
42.0, 0, 27.04, Massachusetts
9.0, 1, 202.54, Virginia
32.0, 0, 24.82, Texas
60.0, 0, 652.61, California
59.0, 1, 136.06, Georgia
60.0, 1, 132.79, California
44.0, 1, 59.26, Tennessee
68.0, 0, 226.06, Texas
78.0, 0, 29.23, Missouri
53.0, 0, 99.21, Nevada
56.0, 1, 106.54, Florida
22.0, 0, 152.13, New York
59.0, 0, 10.61, Pennsylvania
61.0, 1, 47.08, Delaware
10.0, 1, 165.69, Mississippi
1.0, 0, 118.59, New Jersey
22.0, 1, 37.29, California
64.0, 1, 211.96, Ohio
3.0, 1, 30.43, Oregon
94.0, 1, 181.05, California
33.0, 0, 39.03, Colorado
64.0, 0, 12.77, Washington
57.0, 1, 238.61, Michigan
111.0, 0, 14.55, New Hampshire
40.0, 1, 20.66, Florida
25.0, 0, 220.62, Washington
59.0, 0, 137.86, Louisiana
22.0, 1, 565.2, Ohio
25.0, 0, 291.17, Ohio
3.0, 1, 1624.6, Michigan
76.0, 1, 42.98, Florida
50.0, 1, 396.5, Louisiana
31.0, 1, 97.78, Iowa
12.0, 1, 158.96, Connecticut
78.0, 0, 100.24, Illinois
41.0, 1, 29.09, Michigan
39.0, 1, 42.29, Illinois
26.0, 1, 93.7, Connecticut
53.0, 1, 134.83, California
22.0, 1, 12.04, Tennessee
58.0, 0, 268.25, Arizona
37.0, 1, 212.5, Illinois
66.0, 0, 60.28, Michigan
39.0, 1, 66.42, Massachusetts
19.0, 1, 212.48, Michigan
26.0, 0, 294.08, South Carolina
22.0, 1, 16.3, North Carolina
76.0, 0, 205.85, Kentucky
57.0, 0, 35.52, Ohio
62.0, 1, 33.63, Pennsylvania
13.0, 0, 229.94, Georgia
13.0, 1, 8.89, Minnesota
10.0, 1, 108.37, Texas
43.0, 0, 79.44, Oregon
47.0, 1, 15.29, Ohio
34.0, 0, 52.54, California
55.0, 1, 73.19, Iowa
37.0, 0, 55.61, Massachusetts
9.0, 1, 74.24, Ohio
25.0, 0, 99.36, Texas
26.0, 1, 101.83, Pennsylvania
56.0, 1, 34.93, New York
64.0, 1, 715.27, Illinois
13.0, 0, 201.42, Arizona
40.0, 1, 145.11, Indiana
49.0, 1, 164.18, Louisiana
18.0, 1, 31.77, Arizona
55.0, 1, 93.02, Florida
70.0, 1, 37.03, Indiana
24.0, 1, 54.2, Georgia
34.0, 1, 20.71, Illinois
64.0, 1, 31.53, California
2.0, 1, 492.15, Wisconsin
6.0, 0, 86.44, Pennsylvania
101.0, 1, 23.32, Massachusetts
32.0, 0, 286.51, Illinois
50.0, 0, 82.91, Florida
69.0, 0, 94.89, Alabama
17.0, 0, 191.26, California
28.0, 1, 84.13, Washington
52.0, 1, 320.15, Pennsylvania
46.0, 1, 121.95, West Virginia
6.0, 1, 72.81, California
40.0, 1, 36.08, Washington
34.0, 0, 24.78, New Mexico
27.0, 1, 1408.05, Texas
9.0, 0, 211.9, Kentucky
15.0, 1, 49.91, Arizona
7.0, 1, 4.43, North Carolina
5.0, 1, 225.29, New York
59.0, 0, 44.32, California
76.0, 1, 358.35, California
14.0, 0, 58.82, Louisiana
25.0, 1, 23.67, California
22.0, 0, 59.93, California
9.0, 1, 72.93, Alabama
46.0, 0, 497.13, Florida
73.0, 1, 23.12, Oklahoma
75.0, 1, 27.64, Utah
36.0, 0, 466.85, Iowa
67.0, 1, 308.22, Pennsylvania
56.0, 1, 44.36, North Carolina
12.0, 0, 64.57, Kentucky
19.0, 1, 79.8, North Carolina
7.0, 0, 58.03, New Hampshire
51.0, 0, 74.08, Vermont
51.0, 0, 339.02, Nebraska
19.0, 0, 115.45, Oklahoma
0.0, 0, 32.91, California
71.0, 0, 187.89, Alabama
8.0, 0, 249.73, Washington
18.0, 0, 264.9, Colorado
41.0, 0, 260.05, North Carolina
25.0, 1, 25.64, Mississippi
36.0, 1, 14.38, Alabama
39.0, 0, 58.78, Washington
63.0, 0, 180.6, Indiana
40.0, 0, 315.79, Minnesota
62.0, 0, 81.09, Florida
27.0, 0, 63.74, Virginia
37.0, 1, 26.74, Nevada
26.0, 0, 47.39, Pennsylvania
61.0, 1, 55.3, New York
52.0, 1, 23.3, Michigan
68.0, 1, 20.14, Ohio
30.0, 1, 17.35, Arizona
87.0, 1, 8.35, Texas
69.0, 0, 35.5, New Jersey
18.0, 1, 120.31, California
52.0, 1, 149.69, Ohio
29.0, 1, 142.43, California
2.0, 0, 43.04, Missouri
64.0, 0, 127.0, Michigan
23.0, 0, 105.48, Arkansas
35.0, 1, 120.64, Florida
9.0, 1, 91.83, Washington
64.0, 1, 19.69, California
80.0, 0, 6.08, Florida
21.0, 0, 85.62, Pennsylvania
41.0, 1, 15.21, Pennsylvania
32.0, 0, 386.77, Pennsylvania
84.0, 0, 53.65, Pennsylvania
45.0, 1, 7.81, Georgia
31.0, 1, 280.69, California
52.0, 1, 66.48, Delaware
7.0, 1, 67.36, Minnesota
43.0, 0, 15.89, Michigan
27.0, 1, 118.46, Idaho
36.0, 1, 204.39, New York
58.0, 1, 398.49, New Jersey
92.0, 1, 37.2, Texas
40.0, 0, 305.36, Alabama
43.0, 1, 200.24, Mississippi
77.0, 0, 189.53, New Jersey
72.0, 0, 111.44, Florida
21.0, 0, 51.6, Missouri
54.0, 1, 117.39, North Carolina
49.0, 0, 7.59, Alabama
56.0, 0, 114.69, West Virginia
18.0, 1, 53.86, New Jersey
18.0, 0, 144.3, California
73.0, 0, 60.36, Florida
17.0, 1, 8.96, New York
58.0, 1, 57.32, Tennessee
60.0, 1, 49.62, Indiana
17.0, 0, 39.01, Tennessee
20.0, 0, 192.45, Florida
62.0, 0, 11.26, Tennessee
21.0, 1, 68.08, Texas
57.0, 0, 22.76, California
74.0, 1, 59.1, Kentucky
11.0, 0, 76.06, Louisiana
32.0, 0, 83.74, North Carolina
32.0, 0, 10.58, Michigan
16.0, 1, 62.83, Arizona
69.0, 1, 32.57, Indiana
15.0, 1, 78.84, New York
68.0, 1, 42.39, Hawaii
51.0, 0, 14.03, Arkansas
67.0, 0, 576.34, Florida
16.0, 0, 53.88, Wisconsin
36.0, 0, 28.1, Florida
14.0, 1, 13.71, California
92.0, 0, 33.71, North Carolina
57.0, 1, 55.46, Tennessee
70.0, 0, 88.05, Oregon
28.0, 0, 14.31, California
95.0, 1, 175.57, California
39.0, 1, 126.8, Illinois
48.0, 0, 28.78, Idaho
24.0, 0, 365.13, Michigan
74.0, 1, 10.17, North Carolina
58.0, 0, 20.29, Ohio
66.0, 1, 14.87, California
49.0, 0, 34.06, Maryland
78.0, 0, 17.77, Georgia
50.0, 0, 21.58, Missouri
92.0, 0, 15.37, Michigan
4.0, 1, 29.13, Vermont
6.0, 1, 81.29, Minnesota
3.0, 0, 6.16, Tennessee
22.0, 0, 8.11, Maryland
31.0, 0, 11.59, Connecticut
68.0, 1, 53.9, Illinois
23.0, 1, 40.54, Georgia
43.0, 0, 59.5, Minnesota
40.0, 0, 12.26, Kentucky
47.0, 1, 188.14, Washington
43.0, 1, 314.71, Oregon
30.0, 0, 186.33, North Carolina
61.0, 1, 36.56, Texas
13.0, 1, 149.77, Tennessee
27.0, 0, 37.32, Pennsylvania
2.0, 0, 27.8, North Carolina
18.0, 0, 201.94, Virginia
65.0, 0, 64.83, Arizona
26.0, 1, 287.56, Florida
15.0, 1, 9.25, Michigan
80.0, 1, 102.47, Washington
24.0, 1, 77.14, Virginia
40.0, 0, 224.06, California
42.0, 1, 106.73, Florida
60.0, 0, 33.38, North Carolina
91.0, 1, 88.92, Mississippi
53.0, 0, 73.24, Iowa
9.0, 0, 24.11, Utah
96.0, 0, 437.52, California
91.0, 0, 56.51, Texas
69.0, 0, 246.86, New Mexico
21.0, 0, 35.23, Oregon
12.0, 0, 62.45, Connecticut
17.0, 0, 19.53, Hawaii
94.0, 1, 47.98, Ohio
58.0, 0, 333.91, Michigan
35.0, 1, 24.94, Illinois
50.0, 1, 53.54, North Carolina
94.0, 0, 60.46, Texas
64.0, 0, 986.8, Hawaii
2.0, 1, 62.64, New York
26.0, 1, 59.56, Colorado
38.0, 1, 140.24, New York
22.0, 1, 27.2, Utah
52.0, 1, 15.5, Idaho
37.0, 0, 28.66, Florida
21.0, 1, 28.86, Washington
27.0, 1, 10.32, Maryland
37.0, 0, 173.01, New Jersey
90.0, 0, 345.33, North Carolina
66.0, 1, 22.38, Utah
6.0, 0, 69.0, New York
86.0, 1, 96.24, Illinois
67.0, 1, 133.15, Wisconsin
46.0, 1, 46.77, North Carolina
37.0, 1, 89.86, Illinois
55.0, 1, 55.35, Florida
37.0, 1, 45.65, Texas
44.0, 0, 31.54, Missouri
9.0, 1, 68.88, Tennessee
42.0, 1, 22.78, Missouri
20.0, 0, 166.49, Kentucky
29.0, 0, 72.39, New York
93.0, 0, 222.22, Virginia
14.0, 0, 169.94, California
39.0, 1, 218.75, California
8.0, 1, 142.63, Illinois
92.0, 1, 34.82, California
52.0, 0, 152.09, Texas
52.0, 1, 12.35, Wisconsin
38.0, 1, 200.5, Arizona
34.0, 0, 34.73, Ohio
95.0, 1, 14.4, Maryland
68.0, 1, 65.11, Florida
3.0, 0, 65.91, Georgia
13.0, 0, 14.13, Texas
41.0, 0, 196.68, Massachusetts
48.0, 0, 214.15, Texas
87.0, 1, 173.53, Illinois
90.0, 1, 25.65, Illinois
72.0, 1, 32.65, Kentucky
26.0, 1, 29.41, Oregon
21.0, 0, 48.12, Illinois
36.0, 0, 226.07, Pennsylvania
50.0, 0, 163.93, Florida
90.0, 0, 6.01, Colorado
15.0, 0, 106.57, Washington
14.0, 1, 725.18, Michigan
29.0, 1, 81.13, Arkansas
40.0, 1, 81.98, Florida
49.0, 1, 82.91, Mississippi
56.0, 1, 9.19, California
51.0, 1, 280.24, Texas
21.0, 1, 642.39, Florida
64.0, 1, 68.04, Florida
42.0, 1, 13.76, California
22.0, 0, 48.16, Florida
70.0, 0, 161.35, Texas
46.0, 0, 33.54, New York
15.0, 0, 136.39, New York
38.0, 1, 33.69, South Carolina
14.0, 0, 123.61, Indiana
62.0, 0, 19.34, Texas
40.0, 0, 91.58, Massachusetts
11.0, 0, 23.59, South Carolina
2.0, 1, 30.81, Georgia
41.0, 0, 52.06, Illinois
5.0, 1, 1547.15, Tennessee
37.0, 0, 215.54, California
34.0, 1, 40.35, California
62.0, 1, 23.93, Maryland
32.0, 0, 24.04, Indiana
47.0, 0, 187.25, California
52.0, 1, 33.65, California
52.0, 1, 165.72, Florida
3.0, 1, 57.17, Pennsylvania
46.0, 0, 164.22, California
38.0, 0, 2.47, Texas
20.0, 0, 153.84, Ohio
3.0, 0, 50.42, Florida
6.0, 1, 49.89, Georgia
19.0, 0, 49.29, Tennessee
16.0, 1, 114.75, Florida
63.0, 0, 170.8, Florida
58.0, 1, 142.01, California
59.0, 0, 47.85, Washington
65.0, 0, 180.82, Arkansas
44.0, 0, 47.94, Minnesota
0.0, 1, 66.84, New York
3.0, 1, 197.49, Texas
24.0, 0, 142.4, California
59.0, 0, 24.17, California
68.0, 0, 26.67, Kentucky
35.0, 1, 34.29, Texas
21.0, 1, 153.79, Mississippi
64.0, 1, 548.16, Tennessee
36.0, 1, 91.71, Michigan
23.0, 1, 47.47, Arizona
61.0, 0, 102.84, Florida
87.0, 1, 51.84, Alabama
25.0, 0, 145.72, Pennsylvania
10.0, 0, 38.89, Montana
56.0, 1, 123.91, New York
17.0, 0, 65.07, Iowa
76.0, 0, 220.66, Florida
74.0, 1, 173.6, Alabama
37.0, 0, 18.46, Illinois
43.0, 0, 70.35, Texas
33.0, 0, 178.07, Florida
32.0, 1, 23.76, Texas
44.0, 0, 151.4, Nebraska
75.0, 0, 161.54, Minnesota
59.0, 1, 120.66, Pennsylvania
16.0, 1, 198.09, California
40.0, 0, 64.52, Nevada
